0,5176
1,5066
2,5116
3,5025
4,4681
5,5004
6,4659
7,4758
8,4915
9,2324
10,4710
11,5440
12,4930
13,5205
14,4419
15,5242
16,4920
17,5313
18,5152
19,5126
20,5161
21,5091
22,5186
23,5303
24,4771
25,5296
26,5048
27,5512
28,6264
29,5856
30,5365
31,5611
32,5246
33,5058
34,4518
35,6347
36,5779
37,5741
38,6739
39,5629
40,6109
41,5657
42,5804
43,5641
44,5742
45,5708
46,5387
47,5667
48,5492
49,4795
50,5442
51,5253
52,4925
53,5050
54,4630
55,4916
56,4934
57,4978
58,4692
59,5485
60,5864
61,5660
62,5422
63,5464
64,5164
65,4875
66,4712
67,5221
68,5152
69,5372
70,5304
71,5253
72,4903
73,5004
74,4834
75,4995
76,5306
77,5301
78,5072
79,5069
80,5230
81,4648
82,5092
83,5023
84,5049
85,5202
86,5091
87,5214
88,5014
89,5090
90,4771
91,5075
92,5114
93,5063
94,4944
95,5113
96,4966
97,4950
98,5060
99,5102
100,5058
101,5183
102,5023
103,5163
104,4801
105,3923
106,5040
107,5023
108,5147
109,4810
110,5195
111,5065
112,5035
113,5097
114,5128
115,4918
116,5054
117,4955
118,5058
119,5031
120,5116
121,5078
122,5051
123,5034
124,4998
125,5004
126,4714
127,4906
128,4997
129,4841
130,5054
131,4222
132,5084
133,4985
134,5047
135,5162
136,5004
137,4974
138,4894
139,5005
140,4941
141,5082
142,5049
143,5042
144,5033
145,5031
146,4980
147,5027
148,5011
149,5090
150,4767
151,5038
152,4985
153,4941
154,4905
155,5028
156,4703
157,4599
158,4861
159,4687
160,4492
161,5032
162,4878
163,4795
164,4968
165,4992
166,5002
167,5004
168,5040
169,4958
170,4639
171,5009
172,4998
173,5039
174,4812
175,4906
176,4803
177,4920
178,5089
179,4937
180,5108
181,5188
182,4760
183,4945
184,4967
185,5032
186,5029
187,5063
188,5018
189,5099
190,4983
191,4925
192,5031
193,4997
194,4888
195,6452
196,5443
197,5297
198,4858
199,4951
200,5079
201,4462
202,5053
203,5007
204,5246
205,5023
206,4974
207,5069
208,5502
209,5026
210,5034
211,4761
212,4991
213,5392
214,4827
215,4865
216,5067
217,5469
218,5082
219,5183
220,5431
221,5043
222,5322
223,4931
224,4624
225,4748
226,4836
227,4918
228,5207
229,4738
230,5014
231,5192
232,5157
233,5147
234,5315
235,5070
236,5083
237,5274
238,5283
239,5102
240,5323
241,5328
242,5116
243,5051
244,5080
245,5297
246,5311
247,5140
248,5576
249,5360
250,5025
251,5129
252,5199
253,5485
254,5130
