0,148074
1,190929
2,196973
3,197581
4,216344
5,187802
6,151400
7,167123
8,179237
9,158176
10,202239
11,189117
12,201827
13,373495
14,196632
15,208693
16,221410
17,221521
18,194875
19,162185
20,265518
21,171505
22,189386
23,215295
24,215526
25,224763
26,212067
27,193036
28,203945
29,192217
30,193733
31,207639
32,210052
33,221142
34,190119
35,173115
36,185119
37,198117
38,198905
39,174276
40,180833
41,264491
42,268051
43,264397
44,199087
45,210332
46,180691
47,218512
48,206555
49,214931
50,214745
51,203584
52,179440
53,174548
54,221785
55,221882
56,212875
57,219478
58,223655
59,218557
60,212044
61,216178
62,176315
63,186263
64,197953
65,218605
66,205766
67,193346
68,199390
69,218497
70,193579
71,207380
72,213750
73,218244
74,200379
75,192367
76,158612
77,154987
78,174274
79,305492
80,296968
81,187515
82,197202
83,178237
84,196314
85,221460
86,205082
87,219479
88,210314
89,220502
90,221777
91,215248
92,208759
93,220996
94,190092
95,210020
96,209909
97,176844
98,214838
99,187609
