0,2320
1,1953
2,1833
3,1826
4,1962
5,2066
6,1909
7,1944
8,1817
9,1826
10,1849
11,1814
12,1725
13,1785
14,1853
15,1748
16,1722
17,1771
18,1794
19,1842
20,1721
21,1874
22,1734
23,1711
24,1816
25,1703
26,1824
27,1743
28,1791
29,1820
30,1703
31,1835
32,1862
33,1813
34,1769
35,1903
36,1787
37,1811
38,1880
39,1894
40,1845
41,1877
42,1725
43,1837
44,1737
45,1707
46,2061
47,1957
48,1718
49,1760
50,1759
51,1798
52,1775
53,1793
54,1799
55,1808
56,1895
57,1814
58,1825
59,1826
60,1857
61,1824
62,1950
63,1797
64,1816
65,1803
66,1818
67,1811
68,1784
69,1708
70,1811
71,1729
72,1702
73,1696
74,1777
75,1790
76,1784
77,1778
78,1816
79,1714
80,1803
81,1790
82,1702
83,1835
84,1764
85,1771
86,1766
87,1775
88,1742
89,1736
90,1791
91,1827
92,1839
93,1832
94,1816
95,1821
96,1789
97,1783
98,1832
99,1706
100,2088
101,1797
102,1807
103,1834
104,1836
105,1881
106,1838
107,1841
108,1821
109,1859
110,1961
111,1959
112,1767
113,1861
114,1815
115,1852
116,1808
117,1828
118,1821
119,1814
120,1855
121,1800
122,1800
123,1827
124,1812
125,1820
126,1828
127,1868
128,1840
129,1826
130,1816
131,1888
132,1821
133,1843
134,1842
135,1827
136,1830
137,1811
138,1808
139,1866
140,1810
141,1865
142,1790
143,1787
144,1813
145,1811
146,1805
147,1707
148,1897
149,1797
150,1838
151,1820
152,1746
153,1758
154,1742
155,1744
156,1748
157,1734
158,1737
159,1707
160,1799
161,1727
162,1765
163,1757
164,1749
165,1766
166,1743
167,1849
168,1824
169,1783
170,1720
171,1735
172,1660
173,1662
174,1696
175,1699
176,1642
177,1665
178,1772
179,1729
180,1683
181,1723
182,1658
183,1691
184,1749
185,1679
186,1675
187,1752
188,1745
189,1770
190,1828
191,1831
192,1794
193,1788
194,1796
195,1789
196,1757
197,1874
198,1797
199,1827
200,1818
201,1828
202,1782
203,1714
204,1694
205,1823
206,1707
207,1806
208,1730
209,1701
210,1699
211,1704
212,1798
213,1824
214,1843
215,1778
216,1684
217,1677
218,1779
219,1706
220,1765
221,1751
222,1694
223,1670
224,1691
225,1760
226,1667
227,1777
228,1759
229,1680
230,1766
231,1766
232,1660
233,1807
234,1755
235,1692
236,1688
237,1670
238,1673
239,1659
240,1670
241,1762
242,1731
243,1694
244,1769
245,1750
246,1658
247,1737
248,1648
249,1664
250,1735
251,1661
252,1795
253,1675
254,1714
255,1718
256,1707
257,1681
258,1692
259,1718
260,1759
261,1675
262,1657
