0,3907
1,3906
2,3918
3,3949
4,4376
5,4111
6,3943
7,3924
8,3954
9,3973
10,3884
11,3799
12,3730
13,3019
14,3991
15,3492
16,3399
17,3655
18,3693
19,3890
20,3671
21,3573
22,3579
23,3481
24,3705
25,3798
26,3478
27,2910
28,3654
29,4462
30,3680
31,3671
32,3610
33,3648
34,3662
35,3704
36,3737
37,3733
38,3740
39,3730
40,3649
41,3737
42,3483
43,3612
44,3670
45,3601
46,3963
47,3837
48,3853
49,3745
50,3852
51,3853
52,3782
53,3885
54,3765
55,3771
56,3835
57,3869
58,3980
59,3879
60,3783
61,2562
62,3880
63,3848
64,3941
65,3912
66,3929
67,3950
68,3939
69,4596
70,3947
71,3888
72,3966
73,3953
74,3927
75,3978
76,3896
77,3925
78,3958
79,4204
80,4134
81,4156
82,3876
83,4227
84,4176
85,4248
86,3898
87,4216
88,3878
89,3254
90,3778
91,3698
92,3708
93,4142
94,3592
95,3767
96,3649
97,3733
98,3604
99,3764
100,3734
101,3674
102,3493
103,3754
104,3789
105,3652
106,4026
107,3681
108,3796
109,3912
110,4205
111,4054
112,3985
113,4087
114,4261
115,4255
116,6074
117,3527
118,3643
119,4726
120,3647
121,3646
122,3473
123,3592
124,3687
125,3494
126,3437
127,3748
128,3832
129,3775
130,3527
131,3239
132,3368
133,3519
134,3540
135,3465
136,3560
137,3909
138,3724
139,3788
140,3870
141,3601
142,3648
143,3529
144,3782
145,3499
146,3424
147,4932
148,3759
149,3550
150,3672
151,3767
152,3885
153,3755
154,4158
155,3129
156,4007
157,3696
158,3799
159,3560
160,3877
161,4127
162,3886
163,4032
164,4162
165,4027
166,3999
167,3622
168,4043
169,3903
170,4071
171,4012
172,3891
173,3804
174,3583
175,3622
176,3779
177,3492
178,3727
179,3758
180,3570
181,3695
182,3922
183,3626
184,3948
185,3501
186,3526
187,3205
188,3881
189,3807
190,2633
191,3493
192,3479
193,3436
194,3537
195,3452
196,3454
197,3480
198,2916
199,3172
200,3618
201,3641
202,3541
203,3750
204,3890
205,3371
206,3890
207,3849
208,3896
209,3960
210,4016
211,3858
212,3780
213,3147
214,3691
215,3631
216,3743
217,3656
218,3638
219,3563
220,3508
221,3549
222,3751
223,3638
224,3116
225,3569
226,3590
227,3624
228,3854
229,4054
230,3825
231,3655
232,3985
233,3749
234,3794
235,3632
236,3601
237,3659
238,3171
239,3581
240,3829
241,3705
242,3456
243,3746
244,3552
245,3708
246,3471
247,3643
248,4032
249,3636
250,3931
251,3399
252,3656
253,3563
254,3461
255,3686
256,3803
257,3684
258,4081
259,3651
260,3429
261,3174
262,3581
263,3529
264,3249
265,3780
266,3782
267,3970
268,3431
269,4013
270,3599
271,4087
272,3664
273,3568
274,3162
275,3625
