0,77722
1,230809
2,56143
3,54601
4,52349
5,255649
6,69485
7,68049
8,76026
9,67680
10,65879
11,71761
12,55967
13,69317
14,76095
15,74689
16,61207
17,62668
18,72214
19,71377
20,69788
21,71097
22,66338
23,269586
24,74209
25,71575
26,72380
27,68272
28,61993
29,56503
30,53535
31,56693
32,69230
33,70022
34,71565
35,72972
36,75251
37,64003
38,61936
39,66078
40,68224
41,66077
42,67206
43,62010
44,60086
45,70883
46,75445
47,71791
48,74596
49,69540
50,58181
51,65814
52,69314
53,76780
54,75852
55,53572
56,51971
57,54279
58,60688
59,70491
60,72152
61,72540
62,74160
63,75432
64,74209
65,70438
66,73982
67,61475
68,68791
69,74597
70,72808
71,56118
72,76338
73,77283
74,77173
75,76973
76,76783
77,72397
78,68920
79,69402
80,65152
81,63474
82,66197
83,63015
84,70867
85,76471
86,72550
87,63781
88,69703
89,76649
90,70768
91,61804
92,65105
93,68759
94,270107
95,69094
96,74663
97,67341
98,66527
99,55672
100,64462
101,69475
102,77184
103,73797
104,74011
105,64819
106,60654
107,64967
108,76443
109,74664
110,78185
111,66788
112,261064
113,65685
114,59911
115,76716
116,68610
117,69739
118,71212
119,72468
120,69896
121,77274
122,77019
123,77488
124,74034
125,76511
126,76059
127,77218
128,67692
129,55430
130,251835
131,60998
132,68450
133,71878
134,77498
135,76864
136,66812
137,66921
138,71892
139,69349
140,61256
141,70390
142,71285
143,68980
144,74156
145,72046
146,62433
147,61092
148,63888
149,57899
150,62606
151,68827
152,63460
153,62917
154,58857
155,54435
156,57090
157,64005
158,68658
159,58370
160,64416
161,74444
162,71933
163,71623
164,71556
165,76327
166,69785
167,73252
168,69627
169,58375
170,74716
171,73550
172,77049
173,77664
174,68865
175,65809
176,69427
177,76061
178,74081
179,69564
180,72420
181,72816
182,63325
183,57272
184,77147
185,76918
186,76148
187,70543
188,66795
189,74211
190,75325
191,75266
192,75332
193,77756
194,75483
195,67404
196,65042
197,65145
198,59146
199,53015
200,59417
201,57779
202,58648
203,71029
204,66595
205,58303
206,71335
207,73696
208,77224
209,73949
210,74488
211,75808
212,76106
213,65314
214,61520
215,66373
216,73648
217,67461
218,74310
219,67052
220,70229
221,62884
222,59688
223,62618
224,59435
225,64413
226,263025
227,73259
228,62022
229,77162
230,77533
231,67332
232,72582
233,76438
234,74114
235,66351
236,269177
237,69706
238,54806
239,64545
240,62895
241,70005
242,76933
243,76702
244,67981
245,60769
246,62211
247,61167
248,70969
249,66267
250,58755
251,65613
252,58092
253,69664
254,72408
255,68050
256,71042
257,67485
258,56908
259,72609
260,75912
261,65899
262,56625
263,65858
264,74392
265,67322
266,60455
267,69204
268,63147
269,62580
270,61834
271,65835
272,65253
273,64992
274,73740
275,69922
276,74048
277,76042
278,73797
279,75461
280,69510
281,70207
282,72898
283,65913
284,60183
285,54569
286,54948
287,69457
288,69249
289,64280
290,64810
291,60449
292,65721
293,72757
294,74410
295,70309
296,266555
297,61882
298,67024
299,76827
300,73552
301,72319
302,76641
303,72443
304,65942
305,67027
306,62127
307,55927
308,64780
309,63008
310,74415
311,77344
312,71392
313,63300
314,59033
315,68235
316,62546
317,67665
318,61393
319,61855
320,224464
321,62743
322,67644
323,60669
324,265035
325,77448
326,77864
327,78076
328,75768
329,66173
330,260611
331,77688
332,69646
333,67091
334,63318
335,57165
336,51962
337,57060
338,56008
339,226391
340,66135
